Drug,Public/Private,Unit/MPR,Country,Year,Month,Price,P25,P75
Salbutamol 100 mcg/dose inhaler,Private,Unit,Philippines,2005,February,0.02,0.02,0.03
Salbutamol 100 mcg/dose inhaler,Public,Unit,Philippines,2005,February,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,1.78,1.62,2.13
Amitriptyline 25 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,2.15,1.87,2.29
Amoxicillin 500 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,4.90,3.05,7.70
Amoxicillin 500 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,1.72,1.70,1.97
Atenolol 50 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,4.83,1.60,5.83
Atenolol 50 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,1.51,1.46,1.61
Captopril 25 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,1.35,1.05,1.59
Captopril 25 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,0.62,0.58,0.65
Ceftriaxone 1 g/vial injection,Private,MPR,Russia Tatarstan,2011,February,1.07,1.00,1.14
Ceftriaxone 1 g/vial injection,Public,MPR,Russia Tatarstan,2011,February,0.63,0.61,0.64
Ciprofloxacin 500 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,3.82,3.16,4.78
Ciprofloxacin 500 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,2.64,2.58,2.71
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Russia Tatarstan,2011,February,13.22,12.79,13.75
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Russia Tatarstan,2011,February,4.12,4.10,4.15
Diazepam 5 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,10.89,6.66,12.55
Diclofenac 50 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,6.28,6.02,6.55
Glibenclamide 5 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,11.48,11.33,11.73
Glibenclamide 5 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,11.33,11.29,11.36
Omeprazole 20 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,1.55,1.16,2.53
Omeprazole 20 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,0.97,0.95,1.14
Paracetamol 120 mg/5ml suspension,Private,MPR,Russia Tatarstan,2011,February,4.12,3.89,4.35
Paracetamol 120 mg/5ml suspension,Public,MPR,Russia Tatarstan,2011,February,4.12,3.89,4.25
Salbutamol 100 mcg/dose inhaler,Private,MPR,Russia Tatarstan,2011,February,2.68,2.56,2.80
Salbutamol 100 mcg/dose inhaler,Public,MPR,Russia Tatarstan,2011,February,2.43,2.42,2.50
Simvastatin 20 mg cap/tab,Private,MPR,Russia Tatarstan,2011,February,7.37,5.14,8.75
Simvastatin 20 mg cap/tab,Public,MPR,Russia Tatarstan,2011,February,2.81,2.77,3.06
Amitriptyline 25 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,0.01,0.01,0.02
Amitriptyline 25 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,0.02,0.01,0.02
Amoxicillin 500 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,0.14,0.09,0.22
Amoxicillin 500 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,0.05,0.05,0.06
Atenolol 50 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,0.05,0.02,0.06
Atenolol 50 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,0.01,0.01,0.02
Captopril 25 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,0.02,0.01,0.02
Captopril 25 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,0.01,0.01,<0.01
Ceftriaxone 1 g/vial injection,Private,Unit,Russia Tatarstan,2011,February,0.74,0.69,0.79
Ceftriaxone 1 g/vial injection,Public,Unit,Russia Tatarstan,2011,February,0.44,0.42,0.44
Ciprofloxacin 500 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,0.12,0.10,0.15
Ciprofloxacin 500 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,0.08,0.08,0.08
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Russia Tatarstan,2011,February,0.06,0.05,0.06
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Russia Tatarstan,2011,February,0.02,0.02,0.02
Diazepam 5 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,0.05,0.03,0.05
Diclofenac 50 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,0.03,0.03,0.03
Glibenclamide 5 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,0.04,0.04,0.04
Glibenclamide 5 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,0.04,0.04,0.04
Omeprazole 20 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,0.05,0.03,0.08
Omeprazole 20 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,0.03,0.03,0.03
Paracetamol 120 mg/5ml suspension,Private,Unit,Russia Tatarstan,2011,February,0.02,0.02,0.02
Paracetamol 120 mg/5ml suspension,Public,Unit,Russia Tatarstan,2011,February,0.02,0.02,0.02
Salbutamol 100 mcg/dose inhaler,Private,Unit,Russia Tatarstan,2011,February,0.02,0.02,0.02
Salbutamol 100 mcg/dose inhaler,Public,Unit,Russia Tatarstan,2011,February,0.02,0.02,0.02
Simvastatin 20 mg cap/tab,Private,Unit,Russia Tatarstan,2011,February,0.43,0.30,0.51
Simvastatin 20 mg cap/tab,Public,Unit,Russia Tatarstan,2011,February,0.17,0.16,0.18
Amitriptyline 25 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Amoxicillin 500 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,2.94,2.21,2.94
Amoxicillin 500 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,1.24,1.24,1.24
Atenolol 50 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,10.68,7.48,13.89
Atenolol 50 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,2.14,2.14,2.14
Captopril 25 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,10.92,10.47,11.83
Captopril 25 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,1.20,1.20,1.55
Ceftriaxone 1 g/vial injection,Private,MPR,Sao Tomè en Principe,2008,June,0.23,0.23,0.23
Ceftriaxone 1 g/vial injection,Public,MPR,Sao Tomè en Principe,2008,June,0.70,0.67,0.72
Ciprofloxacin 500 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,107.51,10.75,107.51
Ciprofloxacin 500 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,2.78,2.67,3.15
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Sao Tomè en Principe,2008,June,8.60,5.73,10.03
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Sao Tomè en Principe,2008,June,1.89,1.77,2.24
Diazepam 5 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,26.98,26.98,26.98
Diazepam 5 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,5.27,5.27,5.27
Diclofenac 50 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,91.75,91.75,91.75
Diclofenac 50 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,36.22,36.22,36.22
Glibenclamide 5 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,2.59,2.47,2.59
Omeprazole 20 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,40.48,40.48,48.57
Omeprazole 20 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,0.67,0.67,0.67
Paracetamol 120 mg/5ml suspension,Private,MPR,Sao Tomè en Principe,2008,June,14.73,11.44,18.01
Paracetamol 120 mg/5ml suspension,Public,MPR,Sao Tomè en Principe,2008,June,4.07,1.81,4.23
Salbutamol 100 mcg/dose inhaler,Private,MPR,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Public,MPR,Sao Tomè en Principe,2008,June,1.40,1.40,1.41
Simvastatin 20 mg cap/tab,Private,MPR,Sao Tomè en Principe,2008,June,46.49,46.07,46.92
Simvastatin 20 mg cap/tab,Public,MPR,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Amoxicillin 500 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,0.14,0.10,0.14
Amoxicillin 500 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,0.06,0.06,0.06
Atenolol 50 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,0.17,0.12,0.22
Atenolol 50 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,0.04,0.03,0.03
Captopril 25 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,0.21,0.20,0.22
Captopril 25 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,0.02,0.02,0.03
Ceftriaxone 1 g/vial injection,Private,Unit,Sao Tomè en Principe,2008,June,0.21,0.21,0.21
Ceftriaxone 1 g/vial injection,Public,Unit,Sao Tomè en Principe,2008,June,0.63,0.61,0.65
Ciprofloxacin 500 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,3.44,0.34,3.44
Ciprofloxacin 500 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,0.09,0.09,0.10
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Sao Tomè en Principe,2008,June,0.03,0.02,0.04
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Sao Tomè en Principe,2008,June,0.01,0.01,<0.01
Diazepam 5 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,0.14,0.14,0.14
Diazepam 5 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,0.03,0.03,0.03
Diclofenac 50 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,0.41,0.41,0.41
Diclofenac 50 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,0.14,0.14,0.14
Glibenclamide 5 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,0.01,0.01,<0.01
Omeprazole 20 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,1.72,1.72,2.06
Omeprazole 20 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,0.03,0.03,0.03
Paracetamol 120 mg/5ml suspension,Private,Unit,Sao Tomè en Principe,2008,June,0.06,0.04,0.07
Paracetamol 120 mg/5ml suspension,Public,Unit,Sao Tomè en Principe,2008,June,0.02,0.01,0.02
Salbutamol 100 mcg/dose inhaler,Private,Unit,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Public,Unit,Sao Tomè en Principe,2008,June,0.01,0.01,0.01
Simvastatin 20 mg cap/tab,Private,Unit,Sao Tomè en Principe,2008,June,1.89,1.88,1.91
Simvastatin 20 mg cap/tab,Public,Unit,Sao Tomè en Principe,2008,June,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,South Africa Gauteng Province,2004,Nov,18.69,14.72,18.96
Atenolol 50 mg cap/tab,Private,MPR,South Africa Gauteng Province,2004,Nov,19.33,18.79,25.28
Captopril 25 mg cap/tab,Private,MPR,South Africa Gauteng Province,2004,Nov,2.94,2.26,5.70
Ceftriaxone 1 g/vial injection,Private,MPR,South Africa Gauteng Province,2004,Nov,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,MPR,South Africa Gauteng Province,2004,Nov,16.45,14.01,23.09
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,South Africa Gauteng Province,2004,Nov,3.38,3.31,4.17
Diazepam 5 mg cap/tab,Private,MPR,South Africa Gauteng Province,2004,Nov,6.77,4.82,7.89
Glibenclamide 5 mg cap/tab,Private,MPR,South Africa Gauteng Province,2004,Nov,12.58,10.16,38.49
Omeprazole 20 mg cap/tab,Private,MPR,South Africa Gauteng Province,2004,Nov,4.49,4.47,4.53
Salbutamol 100 mcg/dose inhaler,Private,MPR,South Africa Gauteng Province,2004,Nov,1.92,1.92,2.36
Amitriptyline 25 mg cap/tab,Private,Unit,South Africa Gauteng Province,2004,Nov,0.14,0.11,0.14
Atenolol 50 mg cap/tab,Private,Unit,South Africa Gauteng Province,2004,Nov,0.18,0.17,0.24
Captopril 25 mg cap/tab,Private,Unit,South Africa Gauteng Province,2004,Nov,0.08,0.06,0.15
Ceftriaxone 1 g/vial injection,Private,Unit,South Africa Gauteng Province,2004,Nov,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,Unit,South Africa Gauteng Province,2004,Nov,0.52,0.45,0.73
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,South Africa Gauteng Province,2004,Nov,0.01,0.01,0.02
Diazepam 5 mg cap/tab,Private,Unit,South Africa Gauteng Province,2004,Nov,0.02,0.02,0.03
Glibenclamide 5 mg cap/tab,Private,Unit,South Africa Gauteng Province,2004,Nov,0.05,0.04,0.16
Omeprazole 20 mg cap/tab,Private,Unit,South Africa Gauteng Province,2004,Nov,0.88,0.88,0.89
Salbutamol 100 mcg/dose inhaler,Private,Unit,South Africa Gauteng Province,2004,Nov,0.02,0.02,0.02
Amitriptyline 25 mg cap/tab,Private,MPR,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Private,MPR,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,MPR,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,MPR,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,MPR,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,MPR,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Private,MPR,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Private,Unit,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,Unit,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,Unit,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,Unit,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,Unit,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Private,Unit,South Africa Kwazulu Natal State,2001,Sept,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,MPR,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,MPR,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,MPR,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,MPR,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Private,MPR,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,Unit,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,Unit,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,Unit,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,Unit,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Private,Unit,Sri Lanka,2001,September,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Sudan,2013,February,7.69,6.41,9.23
Amitriptyline 25 mg cap/tab,Public,MPR,Sudan,2013,February,7.69,5.13,8.97
Amoxicillin 500 mg cap/tab,Private,MPR,Sudan,2013,February,3.01,2.89,3.01
Amoxicillin 500 mg cap/tab,Public,MPR,Sudan,2013,February,3.01,2.89,3.62
Atenolol 50 mg cap/tab,Private,MPR,Sudan,2013,February,3.02,3.02,3.77
Atenolol 50 mg cap/tab,Public,MPR,Sudan,2013,February,4.02,3.02,4.52
Captopril 25 mg cap/tab,Private,MPR,Sudan,2013,February,6.90,5.84,8.49
Captopril 25 mg cap/tab,Public,MPR,Sudan,2013,February,6.90,6.37,7.53
Ceftriaxone 1 g/vial injection,Private,MPR,Sudan,2013,February,3.50,2.80,4.44
Ceftriaxone 1 g/vial injection,Public,MPR,Sudan,2013,February,12.96,7.71,15.18
Ciprofloxacin 500 mg cap/tab,Private,MPR,Sudan,2013,February,4.69,4.69,5.16
Ciprofloxacin 500 mg cap/tab,Public,MPR,Sudan,2013,February,4.69,4.69,5.63
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Sudan,2013,February,2.41,2.01,2.41
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Sudan,2013,February,2.01,1.87,2.21
Diazepam 5 mg cap/tab,Private,MPR,Sudan,2013,February,5.22,2.61,5.22
Diazepam 5 mg cap/tab,Public,MPR,Sudan,2013,February,4.69,2.93,6.78
Diclofenac 50 mg cap/tab,Private,MPR,Sudan,2013,February,27.13,21.98,27.47
Diclofenac 50 mg cap/tab,Public,MPR,Sudan,2013,February,29.30,23.35,54.95
Glibenclamide 5 mg cap/tab,Private,MPR,Sudan,2013,February,5.49,3.66,7.33
Glibenclamide 5 mg cap/tab,Public,MPR,Sudan,2013,February,3.66,3.66,5.49
Omeprazole 20 mg cap/tab,Private,MPR,Sudan,2013,February,6.03,5.17,6.46
Omeprazole 20 mg cap/tab,Public,MPR,Sudan,2013,February,6.46,6.03,7.43
Paracetamol 120 mg/5ml suspension,Private,MPR,Sudan,2013,February,3.13,2.81,3.13
Paracetamol 120 mg/5ml suspension,Public,MPR,Sudan,2013,February,2.50,2.50,3.13
Salbutamol 100 mcg/dose inhaler,Private,MPR,Sudan,2013,February,1.21,1.21,1.26
Salbutamol 100 mcg/dose inhaler,Public,MPR,Sudan,2013,February,1.35,1.30,1.42
Simvastatin 20 mg cap/tab,Private,MPR,Sudan,2013,February,2.07,1.81,2.39
Simvastatin 20 mg cap/tab,Public,MPR,Sudan,2013,February,2.17,2.17,2.48
Amitriptyline 25 mg cap/tab,Private,Unit,Sudan,2013,February,0.05,0.04,0.06
Amitriptyline 25 mg cap/tab,Public,Unit,Sudan,2013,February,0.05,0.03,0.05
Amoxicillin 500 mg cap/tab,Private,Unit,Sudan,2013,February,0.10,0.09,0.10
Amoxicillin 500 mg cap/tab,Public,Unit,Sudan,2013,February,0.10,0.09,0.12
Atenolol 50 mg cap/tab,Private,Unit,Sudan,2013,February,0.03,0.03,0.04
Atenolol 50 mg cap/tab,Public,Unit,Sudan,2013,February,0.04,0.03,0.05
Captopril 25 mg cap/tab,Private,Unit,Sudan,2013,February,0.10,0.08,0.12
Captopril 25 mg cap/tab,Public,Unit,Sudan,2013,February,0.10,0.09,0.11
Ceftriaxone 1 g/vial injection,Private,Unit,Sudan,2013,February,2.31,1.84,2.92
Ceftriaxone 1 g/vial injection,Public,Unit,Sudan,2013,February,8.54,5.08,10.00
Ciprofloxacin 500 mg cap/tab,Private,Unit,Sudan,2013,February,0.15,0.15,0.17
Ciprofloxacin 500 mg cap/tab,Public,Unit,Sudan,2013,February,0.15,0.15,0.18
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Sudan,2013,February,0.01,0.01,0.01
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Sudan,2013,February,0.01,0.01,0.01
Diazepam 5 mg cap/tab,Private,Unit,Sudan,2013,February,0.03,0.02,0.03
Diazepam 5 mg cap/tab,Public,Unit,Sudan,2013,February,0.03,0.02,0.04
Diclofenac 50 mg cap/tab,Private,Unit,Sudan,2013,February,0.15,0.12,0.15
Diclofenac 50 mg cap/tab,Public,Unit,Sudan,2013,February,0.16,0.13,0.31
Glibenclamide 5 mg cap/tab,Private,Unit,Sudan,2013,February,0.02,0.02,0.03
Glibenclamide 5 mg cap/tab,Public,Unit,Sudan,2013,February,0.02,0.02,0.02
Omeprazole 20 mg cap/tab,Private,Unit,Sudan,2013,February,0.15,0.13,0.16
Omeprazole 20 mg cap/tab,Public,Unit,Sudan,2013,February,0.17,0.15,0.19
Paracetamol 120 mg/5ml suspension,Private,Unit,Sudan,2013,February,0.01,0.01,0.01
Paracetamol 120 mg/5ml suspension,Public,Unit,Sudan,2013,February,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Private,Unit,Sudan,2013,February,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,Sudan,2013,February,0.02,0.01,0.02
Simvastatin 20 mg cap/tab,Private,Unit,Sudan,2013,February,0.12,0.11,0.14
Simvastatin 20 mg cap/tab,Public,Unit,Sudan,2013,February,0.13,0.13,0.15
Amitriptyline 25 mg cap/tab,Private,MPR,Syria,2003,December,3.88,3.88,3.88
Atenolol 50 mg cap/tab,Private,MPR,Syria,2003,December,4.97,4.97,4.97
Captopril 25 mg cap/tab,Private,MPR,Syria,2003,December,2.57,2.57,2.57
Ceftriaxone 1 g/vial injection,Private,MPR,Syria,2003,December,1.01,1.01,1.01
Ciprofloxacin 500 mg cap/tab,Private,MPR,Syria,2003,December,1.96,1.96,1.96
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Syria,2003,December,1.62,1.62,1.62
Diazepam 5 mg cap/tab,Private,MPR,Syria,2003,December,6.36,6.36,6.36
Glibenclamide 5 mg cap/tab,Private,MPR,Syria,2003,December,2.51,2.51,2.51
Omeprazole 20 mg cap/tab,Private,MPR,Syria,2003,December,1.49,1.49,1.49
Salbutamol 100 mcg/dose inhaler,Private,MPR,Syria,2003,December,1.17,1.17,1.17
Amitriptyline 25 mg cap/tab,Private,Unit,Syria,2003,December,0.03,0.03,0.03
Atenolol 50 mg cap/tab,Private,Unit,Syria,2003,December,0.04,0.04,0.04
Captopril 25 mg cap/tab,Private,Unit,Syria,2003,December,0.07,0.07,0.07
Ceftriaxone 1 g/vial injection,Private,Unit,Syria,2003,December,3.28,3.28,3.28
Ciprofloxacin 500 mg cap/tab,Private,Unit,Syria,2003,December,0.07,0.07,0.07
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Syria,2003,December,0.01,0.01,<0.01
Diazepam 5 mg cap/tab,Private,Unit,Syria,2003,December,0.02,0.02,0.02
Glibenclamide 5 mg cap/tab,Private,Unit,Syria,2003,December,0.01,0.01,0.01
Omeprazole 20 mg cap/tab,Private,Unit,Syria,2003,December,0.28,0.28,0.28
Salbutamol 100 mcg/dose inhaler,Private,Unit,Syria,2003,December,0.01,0.01,<0.01
Amitriptyline 25 mg cap/tab,Private,MPR,Tajikistan,2013,June,4.20,3.53,6.65
Amitriptyline 25 mg cap/tab,Public,MPR,Tajikistan,2013,June,5.60,3.67,7.00
Amoxicillin 500 mg cap/tab,Private,MPR,Tajikistan,2013,June,2.63,2.47,3.29
Amoxicillin 500 mg cap/tab,Public,MPR,Tajikistan,2013,June,2.63,1.97,3.29
Atenolol 50 mg cap/tab,Private,MPR,Tajikistan,2013,June,1.37,1.17,1.68
Atenolol 50 mg cap/tab,Public,MPR,Tajikistan,2013,June,1.38,1.37,1.44
Captopril 25 mg cap/tab,Private,MPR,Tajikistan,2013,June,1.45,1.09,1.81
Captopril 25 mg cap/tab,Public,MPR,Tajikistan,2013,June,1.81,1.16,2.17
Ceftriaxone 1 g/vial injection,Private,MPR,Tajikistan,2013,June,1.12,0.96,1.28
Ceftriaxone 1 g/vial injection,Public,MPR,Tajikistan,2013,June,1.12,0.96,1.28
Ciprofloxacin 500 mg cap/tab,Private,MPR,Tajikistan,2013,June,2.88,2.56,4.48
Ciprofloxacin 500 mg cap/tab,Public,MPR,Tajikistan,2013,June,3.20,2.56,3.20
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Tajikistan,2013,June,3.29,2.79,7.20
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Tajikistan,2013,June,3.71,2.47,4.80
Diazepam 5 mg cap/tab,Private,MPR,Tajikistan,2013,June,23.13,21.35,24.91
Diazepam 5 mg cap/tab,Public,MPR,Tajikistan,2013,June,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,MPR,Tajikistan,2013,June,5.62,3.75,5.62
Diclofenac 50 mg cap/tab,Public,MPR,Tajikistan,2013,June,3.75,3.75,5.62
Glibenclamide 5 mg cap/tab,Private,MPR,Tajikistan,2013,June,5.00,4.00,5.17
Glibenclamide 5 mg cap/tab,Public,MPR,Tajikistan,2013,June,5.00,4.00,5.00
Omeprazole 20 mg cap/tab,Private,MPR,Tajikistan,2013,June,1.24,0.89,1.24
Omeprazole 20 mg cap/tab,Public,MPR,Tajikistan,2013,June,1.24,0.82,1.37
Paracetamol 120 mg/5ml suspension,Private,MPR,Tajikistan,2013,June,2.56,2.56,4.10
